Title,Price,Price_zscore
"Beauty Creations x My Little Pony ""Rainbow Magic"" 6 PIece Eye Brush Set",12.0,-0.5625855361190614
Beauty Creations x My Little Pony PR Collection,75.0,1.9756604353795768
Body Glow Bundle with Brush,24.0,-0.07911011297646363
Watermelon Mini Setting Spray,3.0,-0.9251921034760097
Dare to be Neon Pigments,6.0,-0.8043232476903602
Wooden Lip Pencil Bundle,28.8,0.1142800562805755
"Purple Haze Glitter Set(16, 17, 15, 2 & Glitter Primer)",12.0,-0.5625855361190614
Baby Girl PR Box,25.0,-0.038820494381247156
"Beauty Creations x My Little Pony ""Made in the 80s"" Lip Oil Set",12.0,-0.5625855361190614
Riding Solo Single shadow Bundles,28.0,0.08204836140440229
Purple Pluck & Trim Brow Set,6.0,-0.8043232476903602
Sweet Dose Lip Scrubs,5.0,-0.8446128662855767
VELVET STAY LIP PAINT BUNDLE,80.0,2.1771085283556593
Winter Spice Bundle,24.0,-0.07911011297646363
Riding Solo Single Shadows Full Set,54.0,1.1295784448800308
Rosy McMichael Vol 2 Bundle,50.0,0.9684199704991648
Rosy McMichael Vol 2 Cosmetic Bag,12.0,-0.5625855361190614
Makeup Remover Wipes Bundle,30.0,0.16262759859483525
Flawless Stay Color Corrector Bundle,35.0,0.3640756915709176
Skin 4 Piece Set with Spatula,45.0,0.7669718775230824
Peach Lip Scrub & Mask Set,9.0,-0.6834543919047108
"Beauty Creations x My Little Pony ""Pony Talk"" Lip Plumper Set",12.0,-0.5625855361190614
Deer Kisses Lip Duo,10.0,-0.6431647733094943
Cucumber Lip Scrub & Mask Set,9.0,-0.6834543919047108
"Beauty Creations x My Little Pony ""Mane event blush and highlight stick""",14.0,-0.4820062989286284
Reindeer Ride 6PC Natural Brush Set,16.0,-0.4014270617381955
"Beauty Creations x My Little Pony ""Pony Dreams"" Lip Balm Set",12.0,-0.5625855361190614
Holiday Bundle,35.0,0.3640756915709176
Body Glow Oil Bundle,27.0,0.0417587428091858
Purple Brow & Lash Set,12.0,-0.5625855361190614
12 Days of Holideer Cheer,39.0,0.5252341659517835
Tease Me Matte Lipstick Full Bundle,80.0,2.1771085283556593
Oh Deer Christmas Collection Set,49.0,0.9281303519039483
Apple Lip Scrub & Mask Set,9.0,-0.6834543919047108
Tree Holiday Gift Set,39.0,0.5252341659517835
Hair Essentials 6 Piece Hair Set Blue,75.0,1.9756604353795768
Blueberry Lip Scrub & Mask Set,9.0,-0.6834543919047108
‘Tis The Season Body Lotion & Mist,17.0,-0.36113744314297896
Riding Solo Rodeo Dream,14.0,-0.4820062989286284
Bratz X Beauty Creations Nightlife Black & White Liner Set,14.0,-0.4820062989286284
Santa's Magic Body Oil + Brush,18.0,-0.3208478245477625
Holly Jolly-Blender Set,10.0,-0.6431647733094943
Santa's Favorite Lash Set,25.0,-0.038820494381247156
Baby Girl Pink Duo,12.0,-0.5625855361190614
“ROMANCE” Five Piece Matte Lipstick Set,16.0,-0.4014270617381955
Baby Girl Bundle,25.0,-0.038820494381247156
Louie Castro Snatched Water Resistant Liner Duo,10.0,-0.6431647733094943
Baby Girl Purple Duo,12.0,-0.5625855361190614
Pinch of Sweetness PH Lip Oils Trio,14.0,-0.4820062989286284
The Youthful and Glowy Three Step Skincare Kit Bundle,34.0,0.32378607297570117
"Beauty Creations x My Little Pony ""Full of Fun"" Glitter Liners Set",12.0,-0.5625855361190614
Flawless Stay Liquid Wands PR Box,99.0,2.9426112816647723
It's The Most Rein-Deerful Time Lip Oil Bundle,12.0,-0.5625855361190614
Merry & Bright Riding Solo 6 PCS Single Shadows Set,28.0,0.08204836140440229
Snatchural Bundle Without Brush,25.4,-0.022704646943160618
Beauty Creations Hair 5 in 1 Multitasker Set (Pink),89.0,2.5397150957126073
“BARE” Five Piece Matte Lipstick Set,16.0,-0.4014270617381955
YeriMua Secret Fantasy Glitter Set Bundle,12.0,-0.5625855361190614
Beauty Creations Hair 5 in 1 Multitasker Set (Rose Gold),89.0,2.5397150957126073
Four Piece Skin Small Bag Set,45.0,0.7669718775230824
Dare To Be Bright 3 Piece Bundle Collection,10.0,-0.6431647733094943
Sweet Dose Lip Oil Bundle,16.0,-0.4014270617381955
Lip Scrub & Lip Mask Bundle,49.0,0.9281303519039483
Nude X Mini Palette Bundle,21.6,-0.17580519760498312
Beauty Creations Hair 5 in 1 Multitasker Set (Black),89.0,2.5397150957126073
Pastel Please 3 Piece Bundle Collection,10.0,-0.6431647733094943
Take Me Back Roller Lip Gloss Trio Bundle,6.0,-0.8043232476903602
Flawless Stay Cheeked Up Liquid Blush Wands Bundle,19.2,-0.27250028223350276
Stay Blushin Cute Bundle,16.8,-0.36919536686202226
My Little Pony x Beauty Creations Lip & Face Bundle,39.6,0.5494079371089134
My Little Pony x Beauty Creations Assortment Bundle,33.0,0.28349645438048465
LesDoMakeup 4-Piece Bundle,30.0,0.16262759859483525
My Little Pony x Beauty Creations Lip & Eye Bundle,28.2,0.09010628512344555
Flawless Stay Glow Up Liquid Wand Bundle,19.2,-0.27250028223350276
